 APM441H1 - Asymptotic and Perturbation Methods,"APM346H1/ MAT351Y1, MAT334H1/ MAT354H1"
 MAT445H1 - Representation Theory,MAT347Y1
 APM446H1 - Applied Nonlinear Equations,APM346H1/ MAT351Y1
 MAT448H1 - Introduction to Commutative Algebra and Algebraic Geometry,MAT347Y1
 MAT449H1 - Algebraic Curves,"MAT347Y1, MAT354H1"
 MAT454H1 - Complex Analysis II,MAT354H1
 MAT457H1 - Advanced Real Analysis I,MAT357H1
 MAT458H1 - Advanced Real Analysis II,MAT457H1
 MAT461H1 - Hamiltonian Mechanics,"MAT244H1/ MAT267H1, MAT337H1/ MAT367H1, APM346H1/ MAT351Y1"
 APM461H1 - Combinatorial Methods,"MAT224H1/ MAT247H1, MAT137Y1/ MAT157Y1, MAT301H1/ MAT347Y1"
 APM462H1 - Nonlinear Optimization,"(MAT223H1,MAT224H1)/ MAT247H1, MAT235Y1/ MAT237Y1/ MAT257Y1"
 MAT464H1 - Riemannian Geometry,MAT367H1
 APM466H1 - Mathematical Theory of Finance,"APM346H1, STA347H1"
 MAT475H1 - Problem Solving Seminar,"MAT224H1/ MAT247H1, MAT235Y1/ MAT237Y1/ MAT257Y1"
 MAT477H1 - Seminar in Mathematics,"MAT347Y1, MAT354H1, MAT357H1"
 MAT478H1 - Seminar in Mathematics,"MAT347Y1, MAT354H1, MAT357H1"
 STA130H1 - An Introduction to Statistical Reasoning and Data Science,
 STA197H1 - Thinking Better with Statistics,
 STA198H1 - Probabilities Everywhere,
 STA199H1 - Statistical Evidence: Truth or Myth? ,
 STA201H1 - Why Numbers Matter,
 STA220H1 - The Practice of Statistics I,
 STA221H1 - The Practice of Statistics II,STA220H1/ STA288H1/ PSY201H1/ GGR270H1/ EEB225H1
 STA237H1 - Probability Statistics and Data Analysis I","(MAT135H1, MAT136H1)/ MAT137Y1/ MAT157Y1"
 STA238H1 - Probability Statistics and Data Analysis II",STA237H1/ STA247H1/ STA257H1
 STA247H1 - Probability with Computer Applications,"(MAT135H1, MAT136H1)/ MAT137Y1/ MAT157Y1, CSC111H1/ CSC148H1"
 STA248H1 - Statistics for Computer Scientists,"STA237H1/ STA247H1/ STA257H1, CSC111H1/ CSC148H1"
 STA255H1 - Statistical Theory,"STA220H1/ STA221H1/ ECO220Y1, 70% or higher in MAT133Y1/ (MAT135H1, MAT136H1)/ MAT137Y1/ MAT157Y1"
 STA257H1 - Probability and Statistics I,MAT137Y1/ MAT157Y1
 STA261H1 - Probability and Statistics II,STA257H1
 JSC270H1 - Data Science I,"STA257H1, CSC207H1"
 STA288H1 - Statistics and Scientific Inquiry in the Life Sciences,BIO230H1/ BIO255H1
 STA299H1 - Research Opportunity Program,
 STA299Y1 - Research Opportunity Program,
 STA302H1 - Methods of Data Analysis I,"STA238H1/ STA248H1/ STA255H1/ STA261H1/ ECO227Y1, CSC108H1/ CSC110Y1/ CSC120H1/ CSC148H1, MAT223H1/ MAT224H1/ MAT240H1"
 STA303H1 - Methods of Data Analysis II,STA302H1
 STA304H1 - Surveys Sampling and Observational Data",ECO227Y1/ STA255H1/ STA261H1/ STA248H1/ STA238H1
 STA305H1 - Design and Analysis of Experiments,STA302H1
 STA313H1 - Data Visualization,"CSC108H1/ CSC110Y1/ CSC120H1/ CSC148H1, STA238H1/ STA248H1/ STA261H1/ ECO227Y1"
 STA314H1 - Statistical Methods for Machine Learning I,"STA302H1, CSC108H1/ CSC110Y1/ CSC120H1/ CSC148H1, MAT223H1/ MAT224H1/ MAT240H1, MAT235Y1/ MAT237Y1/ MAT257Y1"
 STA347H1 - Probability,"70% or higher in STA247H1/ 70% or higher in STA255H1/ 70% or higher in STA237H1/ STA257H1/ ECO227Y1, MAT223H1/ MAT224H1/ MAT240H1, MAT235Y1/ MAT237Y1/ MAT257Y1"
 STA355H1 - Theory of Statistical Practice,"73% or higher in STA255H1/ 73% or higher in STA248H1/ 73% or higher in STA238H1/ 60% or higher in STA261H1/ 60% or higher in ECO227Y1, MAT235Y1/ MAT237Y1/ MAT257Y1, MAT223H1/ MAT224H1/ MAT240H1"
 STA365H1 - Applied Bayesian Statistics,STA302H1
 JSC370H1 - Data Science II,"JSC270H1, STA261H1, MAT237Y1/ MAT257Y1, CSC263H1/ CSC265H1, STA302H1, CSC343H1"
 STA398H0 - Research Excursions,
 STA398Y0 - Research Excursions,
 STA399H1 - Research Opportunity Program,
 STA399Y1 - Research Opportunity Program,
 STA410H1 - Statistical Computation,"STA302H1, CSC108H1/ CSC110Y1/ CSC120H1/ CSC148H1, MAT223H1/ MAT224H1/ MAT240H1"
 STA414H1 - Statistical Methods for Machine Learning II,"STA314H1/ CSC411H1/ CSC311H1, STA302H1, CSC108H1/ CSC110Y1/ CSC120H1/ CSC148H1, MAT235Y1/ MAT237Y1/ MAT257Y1, MAT223H1/ MAT224H1/ MAT240H1"
 STA422H1 - Theory of Statistical Inference,STA355H1
 STA437H1 - Methods for Multivariate Data,STA302H1
 STA442H1 - Methods of Applied Statistics,"STA303H1, CSC108H1/ CSC110Y1/ CSC120H1/ CSC148H1"
 STA447H1 - Stochastic Processes,STA347H1/ MAT377H1
 STA450H1 - Topics in Statistics,
 STA452H1 - Mathematical Statistics I,"MAT223H1/ MAT224H1/ MAT240H1, MAT235Y1/ MAT237Y1/ MAT257Y1, (STA257H1, STA355H1)/ STA347H1"
 STA453H1 - Mathematical Statistics II,STA452H1
 STA457H1 - Time Series Analysis,"STA302H1, MAT235Y1/ MAT237Y1/ MAT257Y1"
 STA465H1 - Theory and Methods for Complex Spatial Data,"STA302H1, STA303H1"
 JSC470H1 - Data Science III,"JSC370H1, STA314H1/ CSC411H1/ CSC311H1, STA303H1/ STA305H1"
 STA475H1 - Survival Analysis,STA303H1
 STA480H1 - Fundamentals of Statistical Genetics,STA303H1
 STA490Y1 - Statistical Consultation Communication and Collaboration","STA303H1, STA304H1/ STA305H1, STA355H1"
 CSC104H1 - Computational Thinking,
 CSC108H1 - Introduction to Computer Programming,
 CSC110Y1 - Foundations of Computer Science I,
 CSC111H1 - Foundations of Computer Science II, 70% or higher in CSC110Y1
 CSC120H1 - Computer Science for the Sciences,
 CSC148H1 - Introduction to Computer Science,CSC108H1
 CSC165H1 - Mathematical Expression and Reasoning for Computer Science,
 CSC196H1 - Great Ideas in Computing,
 CSC197H1 - What Who How Privacy in the Age of Big Data Collection",
 CSC199H1 - Intelligence Artificial and Human",
 CSC207H1 - Software Design,60% or higher in CSC148H1/ 60% or higher in CSC111H1
 CSC209H1 - Software Tools and Systems Programming,CSC207H1
 CSC236H1 - Introduction to the Theory of Computation,"(60% or higher in CSC148H1, 60% or higher in CSC165H1)/ (60% or higher in CSC111H1)"
 CSC240H1 - Enriched Introduction to the Theory of Computation,
 JCC250H1 - Computing for Science ,"CHM135H1/ CHM136H1/ CHM151Y1"
 CSC258H1 - Computer Organization,"(60% or higher in CSC148H1, 60% or higher in (CSC165H1/CSC240H1)/ 60% or higher in CSC111H1"
 CSC263H1 - Data Structures and Analysis,"CSC236H1/ CSC240H1, STA237H1/ STA247H1/ STA255H1/ STA257H1"
 CSC265H1 - Enriched Data Structures and Analysis,CSC240H1/ 80% or higher in CSC236H1
 JSC270H1 - Data Science I,"STA257H1, CSC207H1"
 CSC299H1 - Research Opportunity Program,
 CSC299Y1 - Research Opportunity Program,
 CSC300H1 - Computers and Society,
 CSC301H1 - Introduction to Software Engineering,"CSC209H1, CSC263H1/ CSC265H1"
 CSC302H1 - Engineering Large Software Systems,CSC301H1
 CSC303H1 - Social and Information Networks,"CSC263H1/ CSC265H1, STA247H1/ STA255H1/ STA257H1/ ECO227Y1/ STA237H1, MAT223H1/ MAT240H1"
 CSC304H1 - Algorithmic Game Theory and Mechanism Design,"STA247H1/ STA255H1/ STA257H1/ STA237H1/ PSY201H1/ ECO227Y1, (MAT135H1, MAT136H1)/ MAT137Y1/ MAT157Y1"
 CSC309H1 - Programming on the Web,CSC209H1
 CSC311H1 - Introduction to Machine Learning,"CSC207H1, MAT235Y1/ MAT237Y1/ MAT257Y1/ (77% or higher in MAT135H1/MAT136H1)/ (73% or higher in MAT137Y1)/ (67% or higher in MAT157Y1)/ MAT223H1/ MAT240H1/ STA237H1/ STA247H1/ STA255H1/ STA257H1"
 CSC317H1 - Computer Graphics,"MAT235Y1/ MAT237Y1/ MAT257Y1, MAT223H1/ MAT240H1, CSC209H1"
 CSC318H1 - The Design of Interactive Computational Media,
 CSC320H1 - Introduction to Visual Computing,"CSC209H1/ CSC207H1, MAT223H1/ MAT240H1/ (77% or higher in MAT136H1)/ 73% or higher in MAT137Y1/ (67% or higher in MAT157Y1)/ MAT235Y1/ MAT237Y1/ MAT257Y1"
 CSC324H1 - Principles of Programming Languages,CSC263H1/ CSC265H1
 CSC336H1 - Numerical Methods,"CSC148H1/ CSC111H1, 70% or higher in MAT133Y1/ (MAT135H1, MAT136H1)/ MAT135Y1/ MAT137Y1/ MAT157Y1, MAT223H1/ MAT240H1"
 CSC343H1 - Introduction to Databases,"CSC111H1/ CSC165H1/ CSC240H1/ (MAT135H1, MAT136H1)/ MAT135Y1/ MAT137Y1/ MAT157Y1/ CSC207H1"
 CSC367H1 - Parallel Programming,"CSC258H1, CSC209H1"
 CSC369H1 - Operating Systems,"CSC209H1, CSC258H1"
 JSC370H1 - Data Science II,"JSC270H1, STA261H1, MAT237Y1/ MAT257Y1, CSC263H1/ CSC265H1, STA302H1, CSC343H1"
 CSC373H1 - Algorithm Design Analysis &amp; Complexity",CSC263H1/ CSC265H1
 CSC384H1 - Introduction to Artificial Intelligence,"(CSC263H1/ CSC265H1/ CSC148H1, STA220H1/ STA237H1/ STA247H1/ STA255H1/ STA257H1/ STA237H1/ PSY201H1)"
 CSC385H1 - Microprocessor Systems,"CSC258H1, CSC209H1"
 CSC396Y0 - Designing Systems for Real World Problems,
 CSC398H0 - Research Excursions,
 CSC398Y0 - Research Excursions,
 CSC399H1 - Research Opportunity Program,
 CSC399Y1 - Research Opportunity Program,
 CSC401H1 - Natural Language Computing,"CSC207H1/ CSC209H1, STA237H1/ STA247H1/ STA255H1/ STA257H1"
 CSC404H1 - Introduction to Video Game Design,CSC301H1/ CSC317H1/ CSC318H1/ CSC384H1/ CSC417H1/ CSC418H1/ CSC419H1
 CSC410H1 - Software Testing and Verification,"CSC207H1, CSC236H1/ CSC240H1"
 CSC412H1 - Probabilistic Learning and Reasoning,CSC311H1/ CSC411H1/ STA314H1
 CSC413H1 - Neural Networks and Deep Learning,"CSC311H1/ CSC411H1/ STA314H1, MAT235Y1/ MAT237Y1/ MAT257Y1, MAT223H1/ MAT240H1"
 CSC417H1 - Physics-Based Animation,"MAT235Y1/ MAT237Y1/ MAT257Y1, MAT223H1/ MAT240H1, CSC209H1"
 CSC419H1 - Geometry Processing,"MAT235Y1/ MAT237Y1/ MAT257Y1 , MAT223H1/ MAT240H1, CSC209H1"
 CSC420H1 - Introduction to Image Understanding,"CSC263H1/ CSC265H1, MAT135H1, MAT136H1/ MAT137Y1/ MAT157Y1/ MAT223H1/ MAT240H1"
 CSC428H1 - Human-Computer Interaction,"CSC318H1, STA237H1/ STA247H1/ STA255H1/ STA257H1/ CSC209H1"
 CSC436H1 - Numerical Algorithms,CSC336H1
 CSC438H1 - Computability and Logic,(CSC363H1/ CSC463H1)/ CSC365H1/ CSC373H1/ CSC375H1/ MAT247H1
 CSC443H1 - Database System Technology,"CSC343H1, CSC369H1, CSC373H1/ CSC375H1"
 CSC446H1 - Computational Methods for Partial Differential Equations,"CSC351H1/ 75% or higher in CSC336H1/ MAT237Y1/ MAT257Y1, APM346H1/ MAT351Y1/ (MAT244H1/ MAT267H1)"
 CSC448H1 - Formal Languages and Automata,"CSC236H1/ CSC240H1, CSC263H1/ CSC265H1"
 CSC454H1 - The Business of Software,
 CSC456H1 - High-Performance Scientific Computing,CSC436H1/ 75% or higher in CSC209H1
 CSC457H1 - Principles of Computer Networks,"CSC373H1, STA247H1/ STA255H1/ STA257H1/ STA237H1"
 CSC458H1 - Computer Networking Systems,"CSC209H1, CSC258H1, CSC263H1/ CSC265H1, STA247H1/ STA255H1/ STA257H1/ STA237H1/ ECO227Y1"
 CSC463H1 - Computational Complexity and Computability,CSC236H1/ CSC240H1
 CSC465H1 - Formal Methods in Software Design,CSC236H1/ CSC240H1/ MAT309H1
 CSC466H1 - Numerical Methods for Optimization Problems,"CSC336H1, MAT223H1/ MAT240H1, MAT235Y1/ MAT237Y1/ MAT257Y1"
 CSC469H1 - Operating Systems Design and Implementation,CSC369H1
 JSC470H1 - Data Science III,"JSC370H1, STA314H1/ CSC411H1/ CSC311H1, STA303H1/ STA305H1"
 CSC473H1 - Advanced Algorithm Design,"CSC373H1, MAT223H1/ MAT240H1"
 CSC485H1 - Computational Linguistics,"CSC209H1/ CSC180H1, STA237H1/ STA247H1/ STA255H1/ STA257H1"
 CSC486H1 - Knowledge Representation and Reasoning,CSC384H1
 CSC488H1 - Compilers and Interpreters,"CSC258H1, CSC324H1, CSC263H1/ CSC265H1"
